start_year,region_ind,incident_number,avrh_mean,wind_med,erc_med,rain_sum,region,state,incident_name,cause,dominant_strategy_25_s,dominant_strategy_50_s,dominant_strategy_75_s,subdom_strategy,start_date,controlled_date,duration,prim_threatened_aggregate,comm_threatened_aggregate,outb_threatened_aggregate,injuries_to_date_last,fatalities_last,latitude,longitude,start_day_of_year,control_year,control_day_of_year,gt_100,dom_strat_ind_75,dom_strat_ind_25,dom_strat_ind_50,station_verified_in_psa,hec,cause_ind,total_fire_region,total_fire_west
2007,1,WA-CBR-070082,33,6,18,0,Northwest,WA,mile post 17,U,Full Suppression,Full Suppression,Full Suppression,,8/13/2007,8/15/2007,3,20,3,0,0,0,46,-119,225,2007,227,1,0,0,0,453201,1904,0,77,600
2007,1,OR-BUD-7134,28,7,13,0,Northwest,OR,round top butte,H,Full Suppression,Full Suppression,Full Suppression,,7/5/2007,7/8/2007,4,0,4,31,0,0,43,-120,186,2007,189,1,0,0,0,353512,3995,1,77,600
2007,1,OR-MHF-000055,53,2,14,7,Northwest,OR,ball point,L,Full Suppression,Full Suppression,Full Suppression,,7/12/2007,11/14/2007,126,0,0,0,1,0,45,-121,193,2007,318,1,0,0,0,350913,501,0,77,600
2007,1,OR-WWF-000372,39,6,21,1,Northwest,OR,trout creek,L,Full Suppression,Full Suppression,Full Suppression,,7/13/2007,9/13/2007,63,0,0,39,3,0,45,-117,194,2007,256,1,0,0,0,352418,565,0,77,600
2007,1,WA-WFS-070361,55,12,8,0,Northwest,WA,rattlesnake command,L,Full Suppression,Full Suppression,Full Suppression,,7/18/2007,7/19/2007,2,0,0,2,0,0,46,-120,199,2007,200,1,0,0,0,351316,183,0,77,600
2007,1,OR-VAD-078,21,6,84,0,Northwest,OR,harris creek,L,Full Suppression,Full Suppression,Full Suppression,,7/6/2007,7/8/2007,3,0,0,0,0,0,45,-117,187,2007,189,1,0,0,0,352420,122,0,77,600
2007,1,OR-PRD-0195,50,6,14,0,Northwest,OR,crooked,H,Full Suppression,Full Suppression,Full Suppression,,5/31/2007,6/8/2007,9,150,0,0,0,0,44,-121,151,2007,159,1,0,0,0,352107,122,1,77,600
2007,1,OR-VAD-184,40,13,19,0,Northwest,OR,irish spring,U,Full Suppression,Full Suppression,Full Suppression,,8/17/2007,8/31/2007,15,141,0,235,1,0,44,-118,229,2007,243,1,0,0,0,353524,19400,0,77,600
2007,1,OR-PRD-000528,45,5,70,0,Northwest,OR,stove pipe,L,Full Suppression,Full Suppression,Full Suppression,,7/13/2007,8/19/2007,38,0,0,0,0,0,45,-120,194,2007,231,1,0,0,0,352207,312,0,77,600
2007,1,OR-55S-55200020,40,7,56,0,Northwest,OR,1500 road,U,Full Suppression,Full Suppression,Full Suppression,,9/8/2007,9/13/2007,6,0,0,0,0,0,45,-124,251,2007,256,1,0,0,0,351710,172,0,77,600
2007,1,OR-VAD-096,29,7,21,0,Northwest,OR,juniper reservoir,L,Full Suppression,Full Suppression,Full Suppression,,7/13/2007,7/31/2007,19,88,0,108,2,0,44,-118,194,2007,212,1,0,0,0,353613,11466,0,77,600
2007,1,OR-UMF-192,44,6,20,1,Northwest,OR,trout meadows,L,Full Suppression,Full Suppression,Full Suppression,,8/3/2007,8/29/2007,27,6,0,92,3,0,45,-118,215,2007,241,1,0,0,0,352329,1575,0,77,600
2007,1,OR-DEF-000607,40,3,20,0,Northwest,OR,woodside ranch,H,Full Suppression,Full Suppression,Full Suppression,,8/1/2007,8/7/2007,7,200,0,0,0,0,44,-121,213,2007,219,1,0,0,0,352618,242,1,77,600
2007,1,OR-UMF-000090,36,4,20,0,Northwest,OR,monument complex,L,Full Suppression,Full Suppression,Full Suppression,,7/13/2007,8/6/2007,25,307,165,309,1,0,45,-119,194,2007,218,1,0,0,0,351202,21854,0,77,600
2007,1,OR-BUD-7331,26,7,21,0,Northwest,OR,coleman mountain,L,Full Suppression,Full Suppression,Full Suppression,,8/5/2007,8/8/2007,4,32,1,154,1,0,43,-118,217,2007,220,1,0,0,0,353522,2510,0,77,600
2007,1,WA-COF-000194,45,6,17,1,Northwest,WA,pend'd oreille,L,Full Suppression,Full Suppression,Full Suppression,,8/11/2007,8/22/2007,12,0,0,0,1,0,49,-117,223,2007,234,1,0,0,0,453412,78,0,77,600
2007,1,OR-VAD-069,18,6,24,0,Northwest,OR,clark butte,L,Full Suppression,Full Suppression,Full Suppression,,7/6/2007,7/12/2007,7,2,0,0,0,0,43,-117,187,2007,193,1,0,0,0,353612,12588,0,77,600
2007,1,WA-SES-00649,35,3,20,0,Northwest,WA,ellensburg pass,H,Full Suppression,Full Suppression,Full Suppression,,9/10/2007,9/13/2007,4,9,0,0,5,0,47,-121,253,2007,256,1,0,0,0,452221,184,1,77,600
2007,1,WA-COA-256,39,3,15,0,Northwest,WA,manilla creek,U,Full Suppression,Full Suppression,Full Suppression,,9/10/2007,9/23/2007,14,72,80,50,3,0,48,-119,253,2007,266,1,0,0,0,452510,10848,0,77,600
2007,1,OR-VAD-150,14,13,24,0,Northwest,OR,laquerica,L,Full Suppression,Full Suppression,Full Suppression,,8/5/2007,8/6/2007,2,0,0,0,0,0,43,-117,217,2007,218,1,0,0,0,353612,204,0,77,600
2007,1,WA-NCP-112,46,4,15,0,Northwest,WA,tolo,L,Full Suppression,Full Suppression,Full Suppression,,7/13/2007,9/30/2007,80,9,2,1,3,0,48,-121,194,2007,273,1,0,0,0,452134,142,0,77,600
2007,1,OR-PRD-000496,41,7,17,0,Northwest,OR,fossil creek,L,Full Suppression,Full Suppression,Full Suppression,,7/12/2007,7/26/2007,15,19,0,15,3,0,45,-120,193,2007,207,1,0,0,0,352208,1324,0,77,600
2007,1,WA-OWF-000408,43,8,15,0,Northwest,WA,crow creek,U,Full Suppression,Full Suppression,Full Suppression,,8/2/2007,8/7/2007,6,0,0,0,0,0,47,-121,214,2007,219,1,0,0,0,452221,48,0,77,600
2007,1,WA-WFS-808,49,7,12,0,Northwest,WA,black rock,U,Full Suppression,Full Suppression,Full Suppression,,8/31/2007,9/2/2007,3,0,0,0,0,0,47,-119,243,2007,245,1,0,0,0,453102,1446,0,77,600
2007,1,WA-OWF-000434,51,5,61,3,Northwest,WA,domke lake complex,L,Full Suppression,Full Suppression,Full Suppression,,8/5/2007,10/5/2007,62,4148,549,1769,2,0,48,-121,217,2007,278,1,0,0,0,452121,4675,0,77,600
2007,1,OR-BFZ-7344,50,6,19,0,Northwest,OR,spear springs,L,Full Suppression,Full Suppression,Full Suppression,,8/7/2007,8/11/2007,5,0,0,2,0,0,44,-119,219,2007,223,1,0,0,0,353515,144,0,77,600
2007,1,WA-WFS-070624030,48,16,10,0,Northwest,WA,82/chandler command,U,Full Suppression,Full Suppression,Full Suppression,,6/24/2007,6/24/2007,1,0,0,0,0,0,46,-120,175,2007,175,1,0,0,0,351316,162,0,77,600
2007,1,WA-COA-247,31,10,17,0,Northwest,WA,south omak lake,H,Full Suppression,Full Suppression,Full Suppression,,8/30/2007,9/7/2007,9,120,0,150,0,0,48,-119,242,2007,250,1,0,0,0,452040,4250,1,77,600
2007,1,WA-WFS-2009,49,4,15,0,Northwest,WA,i-82 mp 86 command,U,Full Suppression,Full Suppression,Full Suppression,,7/3/2007,7/4/2007,2,0,0,0,0,0,46,-120,184,2007,185,1,0,0,0,351316,61,0,77,600
2007,1,OR-ORS-71200308,53,6,42,0,Northwest,OR,bailey creek,H,Full Suppression,Full Suppression,Full Suppression,,7/1/2007,7/3/2007,3,8,0,20,0,0,43,-124,182,2007,184,1,0,0,0,353114,111,1,77,600
2007,1,OR-BUD-7334,28,11,20,0,Northwest,OR,juniper ranch,L,Full Suppression,Full Suppression,Full Suppression,,8/5/2007,8/8/2007,4,62,2,184,1,0,43,-118,217,2007,220,1,0,0,0,353511,2024,0,77,600
2007,1,WA-SPD-006,32,9,5,0,Northwest,WA,douglas creek,H,Full Suppression,Full Suppression,Full Suppression,,7/9/2007,7/12/2007,4,0,0,0,0,0,47,-120,190,2007,193,1,0,0,0,452601,1278,1,77,600
2007,1,WA-HFR-070084,52,8,16,0,Northwest,WA,wantoma,U,Full Suppression,Full Suppression,Full Suppression,,8/16/2007,8/20/2007,5,150,30,200,0,0,47,-120,228,2007,232,1,0,0,0,453102,27924,0,77,600
2007,1,WA-SES-000236,31,2,16,0,Northwest,WA,easy street,H,Full Suppression,Full Suppression,Full Suppression,,7/7/2007,7/12/2007,6,6450,0,12000,1,0,47,-120,188,2007,193,1,0,0,0,452134,2109,1,77,600
2007,1,WA-NES-326,44,7,18,0,Northwest,WA, marshall group,U,Full Suppression,Full Suppression,Full Suppression,,8/11/2007,8/17/2007,7,350,0,0,0,0,48,-118,223,2007,229,1,0,0,0,453506,148,0,77,600
2007,1,OR-DEF-000784,52,3,15,0,Northwest,OR,gw fire,L,Full Suppression,Full Suppression,Full Suppression,,8/31/2007,9/28/2007,29,14400,120,0,7,0,44,-122,243,2007,271,1,0,0,0,352620,2978,0,77,600
2007,1,OR-WWF-000806,50,4,51,1,Northwest,OR,saddle gulch,L,Full Suppression,Full Suppression,Full Suppression,,9/16/2007,10/17/2007,32,0,0,0,0,0,46,-117,259,2007,290,1,0,0,0,101100,1609,0,77,600
2008,1,WA-WFS-901,42,6,18,0,Northwest,WA,jackass butte,L,Full Suppression,Full Suppression,Full Suppression,Full Suppression,7/1/2008,7/6/2008,6,90,0,0,0,0,48,-120,183,2008,188,1,0,0,0,452040,405,0,73,473
2008,1,OR-UPF-008083,56,0,37,1,Northwest,OR,rattle fire,L,Full Suppression,Full Suppression,Other,Confine,8/13/2008,9/6/2008,25,355,53,420,4,0,43,-123,226,2008,250,1,1,0,0,353036,709,0,73,473
2008,1,WA-WFS-910,59,11,10,0,Northwest,WA,rock lake fire,U,Full Suppression,Full Suppression,Full Suppression,Full Suppression,8/18/2008,8/23/2008,6,27,0,0,3,0,47,-118,231,2008,236,1,0,0,0,453506,879,0,73,473
2008,1,WA-NES-866,48,10,2,0,Northwest,WA,swanson lake fire,U,Full Suppression,Full Suppression,Full Suppression,Full Suppression,8/18/2008,8/26/2008,9,285,0,0,1,0,48,-119,231,2008,239,1,0,0,0,453601,7726,0,73,473
2008,1,WA-COA-139,43,5,17,0,Northwest,WA,stubblefield point,U,Full Suppression,Full Suppression,Full Suppression,Full Suppression,7/4/2008,7/6/2008,3,8,0,14,0,0,48,-119,186,2008,188,1,0,0,0,452040,608,0,73,473
2008,1,OR-MHF-000014,54,4,12,4,Northwest,OR,gnarl ridge,L,Full Suppression,Full Suppression,Full Suppression,Full Suppression,8/8/2008,11/7/2008,92,474,69,51,5,0,45,-122,221,2008,312,1,0,0,0,350912,1328,0,73,473
2008,1,OR-DEF-1056,51,1,17,1,Northwest,OR,wizard,H,Full Suppression,Full Suppression,Full Suppression,Full Suppression,9/25/2008,10/4/2008,10,63,0,58,1,0,45,-122,269,2008,278,1,0,0,0,352110,745,1,73,473
2008,1,OR-DEF-1025,46,3,19,0,Northwest,OR,royce butte,H,Full Suppression,Full Suppression,Full Suppression,Full Suppression,9/16/2008,9/30/2008,15,572,24,0,1,0,44,-122,260,2008,274,1,0,0,0,353342,155,1,73,473
2008,1,OR-VAD-039,26,6,18,0,Northwest,OR,jackies butte,L,Full Suppression,Full Suppression,Full Suppression,Full Suppression,6/30/2008,7/5/2008,6,2,0,3,0,0,43,-118,182,2008,187,1,0,0,0,353612,10316,0,73,473
2008,1,OR-WSA-0111,55,7,11,0,Northwest,OR,harvey lake,L,Full Suppression,Full Suppression,Full Suppression,Full Suppression,8/17/2008,8/27/2008,11,0,0,0,0,0,45,-122,230,2008,240,1,0,0,0,352110,62,0,73,473
2008,1,WA-WFS-908,44,4,4,0,Northwest,WA,smith lake fire,U,Full Suppression,Full Suppression,Full Suppression,Full Suppression,8/1/2008,8/3/2008,3,24,0,2,0,0,48,-119,214,2008,216,1,0,0,0,452601,5064,0,73,473
2008,1,WA-WFS-906,29,9,5,0,Northwest,WA,willow creek,U,Full Suppression,Full Suppression,Full Suppression,Full Suppression,7/13/2008,7/14/2008,2,60,0,0,0,0,47,-119,195,2008,196,1,0,0,0,452601,1457,0,73,473
2008,1,WA-COA-205,37,7,18,0,Northwest,WA,columbia river road,U,Full Suppression,Full Suppression,Full Suppression,Full Suppression,8/7/2008,8/20/2008,14,200,0,400,1,0,48,-119,220,2008,233,1,0,0,0,453002,8966,0,73,473
2008,1,OR-PRD-242,35,5,12,0,Northwest,OR,murderer's creek,L,Full Suppression,Full Suppression,Full Suppression,Full Suppression,6/30/2008,7/13/2008,14,2,0,6,0,0,44,-119,182,2008,195,1,0,0,0,352208,573,0,73,473
2008,1,WA-SES-289,33,10,5,0,Northwest,WA,browns canyon,U,Full Suppression,Full Suppression,Full Suppression,Full Suppression,7/9/2008,7/18/2008,10,0,0,0,0,0,48,-120,191,2008,200,1,0,0,0,452601,810,0,73,473
2008,1,WA-WFS-08-2618,28,6,21,0,Northwest,WA,jump off joe wfu,U,Full Suppression,Full Suppression,Full Suppression,Full Suppression,8/15/2008,8/15/2008,1,0,0,0,1,0,46,-119,228,2008,228,1,0,0,0,453201,405,0,73,473
2008,1,OR-97S-034,33,4,20,0,Northwest,OR,camas knob,L,Full Suppression,Full Suppression,Full Suppression,Full Suppression,8/15/2008,8/18/2008,4,4,4,0,0,0,45,-119,228,2008,231,1,0,0,0,352329,51,0,73,473
2008,1,OR-WIF-315,42,4,51,0,Northwest,OR,kitson,U,Full Suppression,Full Suppression,Full Suppression,Full Suppression,9/24/2008,10/2/2008,9,13,0,7,0,0,44,-122,268,2008,276,1,0,0,0,352557,326,0,73,473
2008,1,OR-952S-01809,47,5,14,1,Northwest,OR,8/7 lightning complex,L,Full Suppression,Full Suppression,Full Suppression,Full Suppression,8/7/2008,8/20/2008,14,0,0,0,0,0,45,-120,220,2008,233,1,0,0,0,352330,326,0,73,473
2008,1,OR-711S-71111409,45,2,73,0,Northwest,OR,doubleday,L,Full Suppression,Full Suppression,Full Suppression,Full Suppression,9/17/2008,9/22/2008,6,480,30,0,1,0,42,-123,261,2008,266,1,0,0,0,353227,516,0,73,473
2008,1,WA-MCR-00048,39,7,20,0,Northwest,WA,243,H,Full Suppression,Full Suppression,Other,Confine,7/14/2008,7/21/2008,8,12,0,0,0,0,47,-120,196,2008,203,1,0,0,0,453102,561,1,73,473
2008,1,WA-NES-358,36,7,15,0,Northwest,WA,cayuse fire,U,Full Suppression,Full Suppression,Full Suppression,Full Suppression,7/9/2008,7/20/2008,12,36,0,84,1,0,49,-119,191,2008,202,1,0,0,0,452038,720,0,73,473
2008,1,WA-NES-754,33,7,22,1,Northwest,WA,malott fire,U,Full Suppression,Full Suppression,Full Suppression,Full Suppression,8/13/2008,8/19/2008,7,0,0,0,4,0,48,-120,226,2008,232,1,0,0,0,452040,135,0,73,473
2008,1,OR-PRD-001041,54,7,14,0,Northwest,OR,big cove,L,Full Suppression,Full Suppression,Full Suppression,Full Suppression,9/20/2008,9/25/2008,6,0,0,0,0,0,45,-121,264,2008,269,1,0,0,0,350917,1934,0,73,473
2008,1,WA-SES-459,56,4,12,0,Northwest,WA,pass 2,L,Full Suppression,Full Suppression,Full Suppression,Full Suppression,8/8/2008,8/25/2008,18,108,0,0,0,0,47,-121,221,2008,238,1,0,0,0,452221,54,0,73,473
2008,1,OR-MAF-000222,43,5,17,0,Northwest,OR,sunshine,L,Full Suppression,Full Suppression,Full Suppression,Full Suppression,8/8/2008,8/19/2008,12,0,0,0,0,0,45,-119,221,2008,232,1,0,0,0,352332,61,0,73,473
2008,1,OR-DEF-001058,48,3,19,0,Northwest,OR,horseshoe fire,L,Full Suppression,Full Suppression,Full Suppression,Full Suppression,9/24/2008,9/30/2008,7,0,0,0,0,0,44,-121,268,2008,274,1,0,0,0,353402,168,0,73,473
2008,1,OR-PIC-973030,34,8,19,0,Northwest,OR,eagle creek,L,Full Suppression,Full Suppression,Full Suppression,Full Suppression,8/7/2008,8/18/2008,12,0,0,0,0,0,46,-118,220,2008,231,1,0,0,0,453201,150,0,73,473
2008,1,WA-COA-265,65,2,12,0,Northwest,WA,camp wilmont,H,Full Suppression,Full Suppression,Full Suppression,Full Suppression,10/14/2008,10/18/2008,5,2,0,0,0,0,48,-118,288,2008,292,1,0,0,0,452510,177,1,73,473
2008,1,WA-NES-595,39,7,20,1,Northwest,WA,green lake,U,Full Suppression,Full Suppression,Full Suppression,Full Suppression,7/31/2008,8/31/2008,32,136,0,0,0,0,48,-120,213,2008,244,1,0,0,0,452040,1058,0,73,473
2008,1,WA-WFS-902,38,8,17,0,Northwest,WA,badger mtn complex,U,Full Suppression,Full Suppression,Full Suppression,Full Suppression,7/8/2008,7/17/2008,10,1140,12,0,5,0,48,-120,190,2008,199,1,0,0,0,452134,6080,0,73,473
2008,1,OR-PRD-01144,61,7,27,0,Northwest,OR,chapman spring,H,Other,Other,Other,Confine,11/14/2008,11/25/2008,12,0,0,0,0,0,45,-120,319,2008,330,1,0,0,0,352207,122,1,73,473
2008,1,OR-PRD-0291,34,7,22,0,Northwest,OR,sayrs,U,Other,Other,Other,Confine,7/3/2008,7/25/2008,23,6,0,20,0,0,45,-121,185,2008,207,1,0,0,0,351001,1595,0,73,473
2008,1,OR-VAD-140,28,3,85,0,Northwest,OR,lime fire,H,Full Suppression,Full Suppression,Full Suppression,Full Suppression,9/10/2008,9/12/2008,3,0,0,1,0,0,44,-117,254,2008,256,1,0,0,0,352420,142,1,73,473
2008,1,WA-YAA-088,35,10,17,0,Northwest,WA,ahtanum ridge,H,Full Suppression,Full Suppression,Full Suppression,Full Suppression,8/13/2008,8/15/2008,3,0,0,0,0,0,47,-121,226,2008,228,1,0,0,0,452306,243,1,73,473
2008,1,OR-VAD-095,27,6,4,0,Northwest,OR,watson,L,Full Suppression,Full Suppression,Full Suppression,Full Suppression,8/9/2008,8/11/2008,3,0,0,0,0,0,43,-117,222,2008,224,1,0,0,0,353614,236,0,73,473
2008,1,OR-MAR-8023,45,8,19,0,Northwest,OR,hughett,H,Full Suppression,Full Suppression,Full Suppression,Full Suppression,4/2/2008,4/5/2008,4,0,0,0,0,0,43,-119,93,2008,96,1,0,0,0,353517,565,1,73,473
2008,1,WA-OWF-481,48,7,14,1,Northwest,WA,jack creek,L,Full Suppression,Full Suppression,Full Suppression,Full Suppression,8/10/2008,8/25/2008,16,0,0,10,1,0,48,-121,223,2008,238,1,0,0,0,452219,429,0,73,473
2008,1,OR-WIF-289,69,5,30,1,Northwest,OR,middle fork complex,L,Full Suppression,Full Suppression,Full Suppression,Full Suppression,8/17/2008,8/31/2008,15,0,1,0,1,0,44,-123,230,2008,244,1,0,0,0,352546,81,0,73,473
2008,1,OR-PRD-0359,32,4,19,0,Northwest,OR,jersey two,U,Full Suppression,Full Suppression,Full Suppression,Full Suppression,7/18/2008,7/26/2008,9,4,0,0,0,0,45,-121,200,2008,208,1,0,0,0,350917,198,0,73,473
2008,1,WA-GPF-000005,48,8,61,0,Northwest,WA,cold springs,L,Full Suppression,Full Suppression,Full Suppression,Full Suppression,7/12/2008,8/1/2008,21,0,0,3,8,0,46,-121,194,2008,214,1,0,0,0,452307,3128,0,73,473
2008,1,OR-OCF-741,49,4,50,1,Northwest,OR,bridge creek,L,Full Suppression,Full Suppression,Full Suppression,Full Suppression,8/7/2008,8/25/2008,19,1120,220,1120,3,0,44,-120,220,2008,238,1,0,0,0,352207,1980,0,73,473
2008,1,OR-95S-0792,54,3,12,0,Northwest,OR,summit springs complex,L,Full Suppression,Full Suppression,Full Suppression,Full Suppression,8/17/2008,9/30/2008,45,48,0,96,2,0,44,-122,230,2008,274,1,0,0,0,352620,799,0,73,473
2008,1,OR-RRF-000229,48,6,13,1,Northwest,OR,lonesome complex,L,Full Suppression,Full Suppression,Full Suppression,Full Suppression,8/16/2008,10/10/2008,56,12,0,43,3,0,43,-122,229,2008,284,1,0,0,0,353310,8549,0,73,473
2008,1,WA-WFS-813,39,9,17,0,Northwest,WA,seep lakes fire,H,Full Suppression,Full Suppression,Full Suppression,Full Suppression,6/29/2008,7/1/2008,3,165,0,0,0,0,47,-119,181,2008,183,1,0,0,0,453102,790,1,73,473
2008,1,OR-SIF-000014,59,7,45,0,Northwest,OR,wild rivers complex,L,Full Suppression,Full Suppression,Full Suppression,Full Suppression,8/16/2008,9/14/2008,30,0,0,0,2,0,42,-123,229,2008,258,1,0,0,0,353120,438,0,73,473
2008,1,WA-WFS-907,28,7,23,0,Northwest,WA,stuhlmiller,U,Full Suppression,Other,Other,,7/22/2008,7/24/2008,3,0,0,0,0,0,40,-120,204,2008,206,1,0,0,0,40728,486,0,73,473
2008,1,WA-NES-000378,49,8,13,0,Northwest,WA,spokane valley,H,Full Suppression,Full Suppression,Full Suppression,Full Suppression,7/10/2008,7/21/2008,12,6394,0,1300,1,0,48,-117,192,2008,203,1,0,0,0,453506,408,1,73,473
2008,1,WA-SPA-000028,52,6,10,1,Northwest,WA,wellpinit complex,H,Full Suppression,Full Suppression,Full Suppression,Full Suppression,5/17/2008,7/1/2008,46,0,0,0,1,0,48,-118,138,2008,183,1,0,0,0,452918,318,1,73,473
2008,1,OR-73S-7301309,39,3,61,0,Northwest,OR,jim creek,U,Full Suppression,Full Suppression,Full Suppression,Full Suppression,7/11/2008,7/18/2008,8,20,0,0,0,0,43,-123,193,2008,200,1,0,0,0,353040,65,0,73,473
2008,1,WA-MCR-0062,36,8,18,0,Northwest,WA,730 fire,H,Full Suppression,Full Suppression,Full Suppression,Full Suppression,8/2/2008,8/15/2008,14,0,0,0,0,0,46,-119,215,2008,228,1,0,0,0,453201,203,1,73,473
2008,1,OR-BUD-008263,47,5,14,0,Northwest,OR,silvies river,L,Full Suppression,Full Suppression,Full Suppression,Full Suppression,8/7/2008,8/18/2008,12,8,0,24,1,0,44,-119,220,2008,231,1,0,0,0,353515,1635,0,73,473
2008,1,WA-COA-165,29,10,23,0,Northwest,WA,french valley,U,Full Suppression,Full Suppression,Full Suppression,Full Suppression,7/10/2008,7/15/2008,6,72,0,8,0,0,48,-119,192,2008,197,1,0,0,0,452040,575,0,73,473
2008,1,OR-WSA-054,26,5,22,0,Northwest,OR,mill,U,Full Suppression,Full Suppression,Full Suppression,Full Suppression,7/10/2008,7/14/2008,5,21,2,5,0,0,45,-121,192,2008,196,1,0,0,0,350917,1360,0,73,473
2008,1,WA-MCR-0061,48,9,17,0,Northwest,WA,262,U,Full Suppression,Full Suppression,Full Suppression,Full Suppression,7/27/2008,7/29/2008,3,60,20,20,0,0,47,-119,209,2008,211,1,0,0,0,453102,2450,0,73,473
2008,1,OR-WSA-028,33,5,20,0,Northwest,OR,skookum 151 complex,L,Full Suppression,Full Suppression,Full Suppression,Full Suppression,6/29/2008,7/20/2008,22,0,0,0,1,0,45,-121,181,2008,202,1,0,0,0,350917,255,0,73,473
2008,1,WA-WFS-812,40,10,3,0,Northwest,WA,baird springs,H,Full Suppression,Full Suppression,Full Suppression,Full Suppression,6/15/2008,6/17/2008,3,0,0,0,0,0,47,-120,167,2008,169,1,0,0,0,452601,1279,1,73,473
2008,1,WA-MCR-0000001,51,12,12,0,Northwest,OR,kathie pond,L,Full Suppression,Full Suppression,Full Suppression,Full Suppression,7/2/2008,7/5/2008,4,45,0,0,0,0,46,-120,184,2008,187,1,0,0,0,351316,177,0,73,473
2008,1,OR-WNF-080002,48,6,6,0,Northwest,OR,pine ridge,H,Full Suppression,Full Suppression,Full Suppression,Full Suppression,6/17/2008,6/22/2008,6,0,0,0,0,0,43,-122,169,2008,174,1,0,0,0,353310,179,1,73,473
2008,1,WA-NES-412,32,4,11,0,Northwest,WA,doyle complex,H,Full Suppression,Full Suppression,Full Suppression,Full Suppression,7/9/2008,7/18/2008,10,400,0,160,0,0,49,-118,191,2008,200,1,0,0,0,452513,391,1,73,473
2009,1,OR-UPF-009121,57,3,56,0,Northwest,OR,tiller complex,L,Full Suppression,Full Suppression,Full Suppression,Full Suppression,8/1/2009,8/12/2009,12,0,0,0,2,0,43,-123,213,2009,224,1,0,0,0,353040,48,0,52,419
2009,1,OR-WIF-111,56,3,42,3,Northwest,OR,canal creek,U,Full Suppression,Full Suppression,Full Suppression,Full Suppression,8/26/2009,10/1/2009,37,0,0,0,1,0,45,-122,238,2009,274,1,0,0,0,352024,115,0,52,419
2009,1,OR-711S-110-10,23,4,77,0,Northwest,OR,deer ridge,U,Full Suppression,Full Suppression,Full Suppression,Full Suppression,9/21/2009,9/24/2009,4,1400,0,0,0,0,42,-123,264,2009,267,1,0,0,0,353230,257,0,52,419
2009,1,OR-WWF-000368,58,2,34,3,Northwest,OR,cougar ridge,L,Full Suppression,Full Suppression,Full Suppression,Full Suppression,8/4/2009,8/18/2009,15,0,0,2,0,0,45,-118,216,2009,230,1,0,0,0,351419,59,0,52,419
2009,1,WA-COA-165,44,6,15,0,Northwest,WA,johnson lake complex,L,Full Suppression,Full Suppression,Full Suppression,Full Suppression,7/23/2009,7/29/2009,7,49,0,85,0,0,48,-119,204,2009,210,1,0,0,0,453002,387,0,52,419
2009,1,WA-OWF-000771,39,10,17,0,Northwest,WA,discovery,L,Full Suppression,Full Suppression,Full Suppression,Full Suppression,7/28/2009,8/12/2009,16,0,0,10,0,0,47,-121,209,2009,224,1,0,0,0,452306,1691,0,52,419
2009,1,WA-COA-0254,27,6,22,0,Northwest,WA,buffalo lake,U,Full Suppression,Full Suppression,Full Suppression,Full Suppression,8/21/2009,8/23/2009,3,0,0,0,0,0,48,-119,233,2009,235,1,0,0,0,453002,134,0,52,419
2009,1,OR-952S-139,32,8,19,0,Northwest,OR,lava flat,L,Full Suppression,Full Suppression,Full Suppression,Full Suppression,7/11/2009,7/30/2009,20,0,0,0,0,0,45,-120,192,2009,211,1,0,0,0,350915,68,0,52,419
2009,1,OR-711S-109-10,23,4,77,0,Northwest,OR,siskiyou,U,Full Suppression,Full Suppression,Full Suppression,Full Suppression,9/21/2009,9/24/2009,4,640,100,0,0,0,42,-123,264,2009,267,1,0,0,0,353230,77,0,52,419
2009,1,OR-DEF-000301,54,6,10,0,Northwest,OR,black butte ii,L,Full Suppression,Full Suppression,Full Suppression,Full Suppression,7/6/2009,7/14/2009,9,0,0,8,0,0,44,-122,187,2009,195,1,0,0,0,352620,234,0,52,419
2009,1,WA-SES-1090,48,2,12,0,Northwest,WA,tripp canyon,H,Full Suppression,Full Suppression,Full Suppression,Full Suppression,10/11/2009,10/14/2009,4,48,0,80,0,0,47,-121,284,2009,287,1,0,0,0,452134,213,1,52,419
2009,1,WA-MCR-0000048,46,6,16,0,Northwest,WA,dry creek complex,L,Full Suppression,Full Suppression,Full Suppression,Full Suppression,8/20/2009,8/24/2009,5,0,0,0,3,0,47,-120,232,2009,236,1,0,0,0,453102,19790,0,52,419
2009,1,WA-NES-1374,59,4,14,0,Northwest,WA,9 mile bridge,L,Full Suppression,Full Suppression,Full Suppression,Full Suppression,9/3/2009,9/8/2009,6,0,0,0,1,0,49,-118,246,2009,251,1,0,0,0,452513,47,0,52,419
2009,1,WA-SES-489,34,10,18,0,Northwest,WA,forrest,L,Full Suppression,Full Suppression,Full Suppression,Full Suppression,7/11/2009,7/20/2009,10,0,0,1,0,0,47,-121,192,2009,201,1,0,0,0,452306,104,0,52,419
2009,1,WA-SES-737,37,5,19,0,Northwest,WA,union valley,L,Full Suppression,Full Suppression,Full Suppression,Full Suppression,7/28/2009,8/1/2009,5,300,0,0,1,0,48,-120,209,2009,213,1,0,0,0,452132,311,0,52,419
2009,1,OR-MAF-000149,37,6,17,3,Northwest,OR,cougar creek,U,Full Suppression,Full Suppression,Full Suppression,Full Suppression,7/25/2009,8/12/2009,19,20,0,40,1,0,44,-119,206,2009,224,1,0,0,0,352327,446,0,52,419
